Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#the-casa-market-honey-mezquite-regular,746XYAQEAXWI2BQG4OXLSNUZ,"The Casa Market, Honey Mezquite",Regular,NA,7501638800947,NA,FOOD,NA,unavailable,Physical good,N,N,N,N,3.00,N,N,1.27,6,NA,NA,N,N
#the-fableist-merlot-regular,PWISOPEFVAFG3PBKDI7KHNQY,The Fableist Merlot,Regular,NA,NA,NA,Wine,061680666115,visible,Physical good,N,N,N,N,22.00,N,N,12,4,NA,NA,N,N
#the-fableist-paso-robles-regular,2AMZANKPGBG23UT6KBXGVKLB,The Fableist Paso Robles,Regular,NA,NA,NA,Wine,742779422590,NA,Physical good,N,N,N,N,26.00,N,N,13.33,2,NA,NA,N,N
#the-fableist-tempranillo-santa-barbara-ca-regular,RC34FVIKDNGW6ES564BGMR7V,The Fableist Tempranillo Santa Barbara Ca,Regular,NA,NA,NA,Wine,713382533607,NA,Physical good,N,N,N,N,24.00,N,N,14.67,4,NA,NA,N,N
#the-fableist-wine-co-cabernet-sauvignon-regular,CMVW22HSZ4LP4YVXR7VKMHA3,The Fableist Wine Co Cabernet Sauvignon,Regular,NA,NA,NA,Wine,616806661071,visible,Physical good,N,N,N,N,24.00,N,N,14.67,0,NA,NA,N,N
#the-fableist-wine-co-chardonnay-regular,XRAYVRV7TNQ26HCUOUB4TKCO,The Fableist Wine Co Chardonnay,Regular,NA,NA,NA,Wine,713382533621,visible,Physical good,N,N,N,N,22.00,N,N,13.33,3,NA,NA,N,N
#the-fableist-wine-co-pinot-noir-regular,5SN46ILAPBQY3TIE7UDQRVBG,The Fableist Wine Co Pinot Noir,Regular,NA,NA,NA,Wine,713382533614,NA,Physical good,N,N,N,N,24.00,N,N,14.67,3,NA,NA,N,N
#the-new-rules-of-cheese-a-freewheeling-and-informative-guide-by-anne-saxelby-regular,5BIMX4L344RK5RHRRHTFGBJ3,The New Rules of Cheese: A Freewheeling and Informative Guide by Anne Saxelby,Regular,NA,NA,NA,Merchandise (non-food),9781984857897,visible,Prepared food and beverage,NA,NA,NA,NA,15.99,N,NA,8,3,NA,NA,N,Y
#three-little-pigs-cornichons-regular,NYLNJYHM5WQDUA7KMKFZIBIK,Three Little Pigs Cornichons,Regular,NA,045885251000,NA,FOOD,045885251000,visible,Physical good,NA,NA,Y,Y,6.00,N,NA,3.99,11,NA,NA,N,N
#three-little-pigs-hot-honey-ham-regular,NXCFQPMS22PHVIXRNGI4DTFY,Three Little Pigs Hot Honey Ham,Regular,NA,NA,NA,FOOD,045885905651,visible,Prepared food and beverage,N,N,Y,Y,9.00,N,N,4.47,0,NA,NA,N,N
#three-little-pigs-prosciutto-2-oz-regular,A6ATNXIJ5GUL5LOJMM7Q7MMU,Three Little Pigs Prosciutto 2 oz,Regular,NA,NA,NA,FOOD,045885905552,visible,Prepared food and beverage,NA,NA,Y,Y,6.00,N,N,3.25,6,NA,NA,N,N
#three-little-pigs-p-t-de-campagne-regular,IGT64VOSCLLJSNBHPZUDQXKO,Three Little Pigs Pâté de Campagne,Regular,NA,NA,NA,FOOD,045885141004,visible,Prepared food and beverage,NA,NA,Y,Y,8.00,N,NA,NA,0,NA,NA,N,N
#three-little-pigs-sliced-chorizo-regular,2G2EAUFPIIU4N7AMWL46TW3Y,Three Little Pigs Sliced Chorizo,Regular,NA,045885207007,NA,FOOD,045885207007,visible,Prepared food and beverage,N,N,N,Y,8.00,N,N,3.99,0,NA,NA,N,N
#three-little-pigs-sliced-jambon-sec-regular,BMRT7J4OESE3N3SGEW4NWCKH,Three Little Pigs Sliced Jambon Sec,Regular,NA,045885208004,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,9.00,N,N,4.41,0,NA,NA,N,N
#three-little-pigs-uncured-pepperoni-regular,5YULHROIJ32HIMNVI4DYBUSD,Three Little Pigs Uncured Pepperoni,Regular,NA,NA,NA,FOOD,045885905941,visible,Prepared food and beverage,NA,NA,NA,NA,8.00,N,NA,4.47,6,NA,NA,N,Y
#tiger-lager-beer-regular,PQJJFVGZGL2ANP3XPT3MRYXI,Tiger Lager Beer,Regular,NA,086428211006,NA,Beer,NA,visible,Physical good,NA,NA,NA,NA,14.00,N,NA,7.3,0,NA,NA,N,N
#tiny-fish-co-mussels-chorizo,56O62ZIHNSVJD4DVKGUJJQQ2,Tiny Fish Co. Mussels,Chorizo,NA,195893379293,NA,Tinned Fish,195893379293,visible,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,8,2,NA,NA,N,N
#tiny-fish-co-mussels-escabeche,3I75UDAOXKDIZJ7M2JGJ7RCU,Tiny Fish Co. Mussels,Escabeche,NA,NA,NA,Tinned Fish,195893379293,visible,Prepared food and beverage,NA,NA,NA,NA,12.00,N,N,7,1,NA,NA,N,N
#tiny-fish-co-octopus-with-lemon-and-dill-regular,ZP47VFGZIJIBA4KA2DCCBEGV,Tiny Fish Co. Octopus With Lemon And Dill,Regular,NA,195893600533,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,8,0,NA,NA,N,N
#tiny-fish-co-rockfish-in-sweet-soy-sauce-regular,R74C5IG75ESZ2ODUQBG6SVYP,Tiny Fish Co. Rockfish In Sweet Soy Sauce,Regular,NA,195893981458,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,8,0,NA,NA,N,N
#tiny-fish-co-smoked-geoduck-with-black-pepper-regular,WYAR5BSEHXL4YOOGTYDN4IQE,Tiny Fish Co. Smoked Geoduck With Black Pepper,Regular,NA,195893190935,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,8,0,NA,NA,N,N
#tipopils-italian-pilsener-regular,I76JKV2XDTJUOWLRWBHZVQAB,Tipopils Italian Pilsener,Regular,NA,8053800160018,NA,Beer,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,NA,4.16,4,NA,NA,N,N
#tmavy-lezak-regular,LZESCZDZ3PCYNB5QNO4LPP35,Tmavy Lezak,Regular,NA,NA,NA,Beer,850789008526,hidden,Prepared food and beverage,NA,NA,Y,Y,16.00,N,NA,11.03,-1,N,0,N,N
#tom-tom-bloomy-regular,URFKCGPJ2EEDX6VYBAZJLBN4,Tom Tom Bloomy,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,17.00,N,NA,11,0,NA,NA,N,N
#toma-celena-alpine-cheese-regular,2PECGC4EUMKJA3F6K5JKK5GN,Toma Celena Alpine Cheese,Regular,NA,TCAC,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,13.00,N,NA,8.7,0,NA,NA,N,N
#topo-chico-mineral-water-regular,R6JARTXA3BFNXDLTDWBVF2PL,Topo Chico Mineral Water,Regular,NA,021136010374,NA,Alcohol-Free,021136010374,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.43,16,Y,6,N,N
#torres-celeste-crianza-tempranillo--regular,23VXPE6K3OBMUYDHTBRFFG7O,Torres Celeste Crianza (Tempranillo),Regular,NA,NA,"Bin 228
Torres Celeste Crianza is a red wine that's like a celestial symphony for your taste buds. It's the kind of wine that you drink while gazing up at the stars and contemplating the mysteries of the universe (or just pondering what to watch on Netflix). This wine is like a shooting star - bold, bright, and leaves a lasting impression. One sip, and you'll feel like you're soaring through the galaxy, with a glass of Torres Celeste Crianza in your hand.
This wine is so rich and full-bodied, it's like a supernova exploding in your mouth - with flavors of dark fruit, vanilla, and a hint of cosmic dust (just kidding, that's not a real note). Torres Celeste Crianza is the perfect accompaniment to a night of stargazing or binge-watching sci-fi movies. So, go ahead, pour yourself a glass (or a rocket ship, if you're feeling adventurous), and let this wine take you on a journey through the cosmos. Just be careful not to drink too much, or you might find yourself floating in space without a helmet (not recommended).",Wine,088586006418,visible,Prepared food and beverage,N,N,N,Y,24.00,N,N,16.67,19,Y,5,N,N
#tost-rose-singles-sparkling-white-tea-regular,C4UF76PLWDU6JETECNVVUG7X,Tost Rose Singles Sparkling White Tea,Regular,NA,867760000172,NA,Alcohol-Free,NA,unavailable,Physical good,N,N,N,N,14.00,N,N,7.83,0,NA,NA,N,N
#tost-singles-sparkling-white-tea-regular,76YSK4PITFNLIUCYIRLNLA7I,Tost Singles Sparkling White Tea,Regular,NA,867760000165,NA,Alcohol-Free,NA,unavailable,Physical good,N,N,N,N,14.00,N,N,7.83,0,NA,NA,N,N
#trabucco-campania-falanghina--regular,LQFAUCLXPEGAX2N42F2YY4EM,Trabucco Campania (Falanghina),Regular,NA,NA,"Bin 150
Trabucco Campania is a white wine made from the Falanghina grape variety, grown in the Campania region of southern Italy. This wine is produced by Trabucco, a family-run winery that has been making wines for generations.
On the nose, Trabucco Campania offers aromas of ripe stone fruits such as peaches and apricots, along with hints of tropical fruit and citrus. On the palate, it is crisp, fresh, and well-balanced, with flavors of green apple, lemon, and a subtle minerality that adds complexity to the wine.
This wine is made using traditional winemaking techniques, with the grapes hand-harvested and carefully sorted before being gently pressed. The juice is then fermented in stainless steel tanks at controlled temperatures, to preserve the fresh and vibrant aromas and flavors of the grape.
Trabucco Campania is a versatile wine that can be enjoyed on its own, as an aperitif or paired with a wide range of dishes. It pairs particularly well with seafood, pasta dishes, and light salads. The crisp acidity a",Wine,716146880511,visible,Prepared food and beverage,N,N,N,Y,15.00,N,N,10.66,9,Y,12,N,N
#treana-cabernet-sauvignon-regular,DN6UEZPQW5SYKNF54WC4FGBO,Treana Cabernet Sauvignon,Regular,NA,NA,Bin 252,Wine,657891716147,unavailable,Prepared food and beverage,N,N,N,N,32.00,N,N,20,13,NA,NA,N,N
#tresors-rosemary-crackers-regular,C4ZV5FGBCHJ2UOUKFPPW56PK,Tresors Rosemary Crackers,Regular,NA,3700254081356,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,9.00,N,N,2.85,0,Y,12,N,N
#tresors-sea-salt-crackers-regular,D6VRZZNHTCJ2Y4PQZGAZXKUN,Tresors Sea Salt Crackers,Regular,NA,3700254081448,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,N,Y,6.00,N,N,2.85,0,Y,12,N,N
#trinitario-apurimac-chocolate-regular,R2Y5ELHH6XGHVQODWWY7OI7C,Trinitario Apurimac Chocolate,Regular,NA,NA,NA,FOOD,8026861039128,hidden,Prepared food and beverage,NA,NA,NA,Y,9.00,N,N,NA,0,NA,NA,N,N
#trinitario-morogoro-chocolate-regular,DKT45D2C4TJ4ABWBI2S2QSOA,Trinitario Morogoro Chocolate,Regular,NA,NA,NA,FOOD,8026861039203,hidden,Prepared food and beverage,NA,NA,NA,Y,9.00,N,N,NA,0,NA,NA,N,N
#trivet-regular,2OYW3PA5EQG7N3R46YTR2XHQ,Trivet,Regular,NA,NA,NA,Cutting Boards - Made by Nate,NA,visible,Prepared food and beverage,N,N,N,Y,40.00,N,N,16.66,1,NA,NA,N,N
#troupis-moschofilero-winery-hoof-lur-regular,UJ5XUKYHKQ7ZEJMF52JRV5VQ,Troupis Moschofilero Winery Hoof & Lur,Regular,NA,5200116158120,Bin 20,Wine,5200116158120,visible,Prepared food and beverage,N,N,N,N,22.00,N,N,15,4,NA,NA,N,N
#truffle-honey-regular,EWLMBFZ45GWJSL3LDVDWQ2DK,Truffle Honey,Regular,NA,871661002951,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,N,Y,22.00,N,N,11,1,Y,6,N,N
#truffle-oil-regular,DGBVJDHLOJX3U6SGJD7IZDN6,Truffle Oil,Regular,NA,871661002982,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,28.00,N,N,14,0,Y,6,N,N
#truffles-by-tarah-regular,67B2EOCWNTKRICX7LNPSPOUZ,Truffles By Tarah,Regular,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,14.00,N,N,10.75,0,NA,NA,N,N
#tuckerman-brewing-pale-ale-4-pack-regular,S4ESAQLCOLWGWC5MVOJUSCXY,Tuckerman Brewing Pale Ale 4 pack,Regular,NA,NA,NA,Beer,642842000345,visible,Prepared food and beverage,NA,NA,NA,NA,15.00,N,NA,9.42,-1,NA,NA,N,Y
#tuckerman-brewing-pale-ale-can-regular,AZSJ6D55A5G4Q3DIPT5QRCA2,Tuckerman Brewing Pale Ale Can,Regular,NA,NA,NA,Beer,642842000253,visible,Prepared food and beverage,NA,NA,Y,Y,15.00,N,NA,NA,-1,NA,NA,N,N
#tumaco-narino-bar-regular,X55QQHVC2EBQRQGPPWHXRWFM,Tumaco Narino Bar,Regular,NA,851536005676,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,9.00,N,NA,5.5,1,NA,NA,N,N
#tuna-fillets-in-olive-oil-200-gram-jars-premium-tuna-fillets-portuguese-product-regular,RZBN47RIMOFXQA2A23KL7ZYW,Tuna Fillets in Olive Oil - 200 Gram Jars - Premium Tuna Fillets - Portuguese Product,Regular,NA,5601029003055,NA,Tinned Fish,5601029003055,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,5.99,2,NA,NA,N,N
#tuna-in-organic-olive-oil-regular,EISWBKEOVX5VVRB7O3OKNWTH,Tuna in Organic Olive Oil,Regular,NA,NA,NA,Tinned Fish,5600409200480,hidden,Prepared food and beverage,NA,NA,N,Y,8.00,N,N,5.45,0,NA,NA,N,N
#turbullent-stephane-serol-dsc-regular,3CHIB7C5OTINHHBFWD74KIH7,Turbullent Stephane SEROL DSC,Regular,NA,3760084870315,DSC,Wine,NA,unavailable,Prepared food and beverage,N,N,Y,Y,22.00,Y,N,15.33,0,Y,5,N,N
#turkeytown-shrub-regular,QIEW6NJZJBCZBZ4Y2OMPJGNY,TurkeyTown Shrub,Regular,NA,TTS,NA,Alcohol-Free,NA,visible,Prepared food and beverage,NA,NA,NA,NA,10.00,N,NA,11.42,0,NA,NA,N,N
#twenty-boat-buttered-rum-bar-regular,EVB364DJNIB2JYA35LZCXZUV,Twenty Boat Buttered Rum Bar,Regular,NA,851536005645,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,9.00,N,NA,6,0,NA,NA,N,N
#twomey-pinot-noir-anderson-valley-regular,2IK4BNBK44EC75FJLONO6HT7,Twomey Pinot Noir - Anderson Valley,Regular,NA,NA,NA,Wine,NA,visible,Prepared food and beverage,N,N,Y,Y,55.00,N,N,40,7,Y,5,N,N
#tynt-meadow-english-trappist-ale-regular,LYQ5UJRHHUEWZUYQ3224CTWF,Tynt Meadow English Trappist Ale,Regular,NA,NA,NA,Beer,085725032000,NA,Physical good,NA,NA,NA,NA,6.00,N,NA,4.22,0,NA,NA,N,N
#ultimate-provence-ros--regular,4MGGYPTMGCMPSLZG5KE56XAF,Ultimate Provence Rosé,Regular,NA,NA,"Bin 146
Per the vineyard's website, all wines from this vineyard are in the process of being converted to organically grown.
Ultimate Provence Rose Wine is a premium wine made from carefully selected grapes grown in the beautiful Provence region of France. It has a beautiful pale pink color and a delicate aroma that is reminiscent of fresh fruits, such as strawberries and raspberries.
On the palate, the wine is crisp, dry, and refreshing, with flavors of citrus and red fruits. It has a well-balanced acidity that gives it a lively and bright finish.
One of the standout features of Ultimate Provence Rose Wine is its beautiful packaging. The bottle has a sleek and elegant design that is sure to impress anyone who sees it. The label has a modern and minimalist style that reflects the sophistication of the wine itself.
Overall, Ultimate Provence Rose Wine is a fantastic choice for anyone who enjoys high-quality rose wine. It's perfect for sipping on a warm summer day or pairing with a wide range of dishes, from seafood to salads to light pasta dishes.",Wine,818252020277,visible,Prepared food and beverage,N,N,Y,Y,25.00,N,N,16.67,2,Y,24,N,N
#ultimate-red-wine-vinegar-regular,ZD3H5YQ2J6ZR67PUQNQZR2SK,Ultimate Red Wine Vinegar,Regular,NA,850009723062,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,12.00,N,N,7.9,0,Y,6,N,N
#uncanny-snacks-cashews-salted-regular,HMYMUJZB32HKDD25EBO3G3UI,Uncanny Snacks Cashews Salted,Regular,NA,794711012048,NA,FOOD,NA,NA,Physical good,NA,NA,NA,NA,4.00,N,NA,1.3,-2,NA,NA,N,N
#uncanny-snacks-honey-roasted-peanuts-and-almonds-regular,IUDAZPAYDMOHC4DH6DAJHXLY,Uncanny Snacks Honey Roasted Peanuts And Almonds,Regular,NA,794711012024,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,4.00,N,NA,1.3,19,NA,NA,N,N
#uncanny-snacks-peanuts-almonds-box-of-nuts-regular,JCZTVZ6JBLYZNAU4Z56UYIFE,Uncanny Snacks Peanuts & Almonds Box of Nuts,Regular,NA,794711011973,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,20.00,N,NA,7.8,0,NA,NA,N,N
#uncanny-snacks-pistachios-salted-regular,RPMVXSTHGGAQBSHYHFPNBLXG,Uncanny Snacks Pistachios Salted,Regular,NA,794711012055,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,4.00,N,NA,1.3,10,NA,NA,N,N
#uncanny-snacks-salted-and-roasted-almonds-regular,4QIXLQEVO3KNNAO4UH6DBWTT,Uncanny Snacks Salted And Roasted Almonds,Regular,NA,794711012031,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,4.00,N,NA,1.3,29,NA,NA,N,N
#uncanny-snacks-almonds-salted-by-the-box-regular,TMNVFSNOPKHOFC5WJS3QJ7WX,Uncanny snacks Almonds salted by the box,Regular,NA,794711011980,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,20.00,N,NA,1.3,24,NA,NA,N,N
#uncanny-snacks-cashews-salted-box-of-nuts-regular,DOLD4GXIL2UYS5H6TUK7JALF,Uncanny snacks Cashews Salted Box of Nuts,Regular,NA,794711011997,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,20.00,N,NA,7.8,0,NA,NA,N,N
#uncanny-snacks-cocktail-mixed-nuts-by-the-box-regular,4TEP3LFJ7RBR245IQ4RIVJUX,Uncanny snacks Cocktail Mixed Nuts by the Box,Regular,NA,794711012017,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,20.00,N,NA,7.8,-1,NA,NA,N,N
#uncanny-snacks-pistachios-salted-1-regular,GJJDMULJPAZSIXVPZ674OIKU,Uncanny snacks Pistachios Salted,Regular,NA,794711012000,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,20.00,N,NA,NA,-1,NA,NA,N,N
#undercast-ipa-regular,YL2DOSEY3BAVXMZ4VJ65GGDJ,Undercast IPA,Regular,NA,093674623637,NA,Beer,NA,visible,Prepared food and beverage,NA,NA,NA,NA,19.00,N,NA,11.66,0,NA,NA,N,N
#unwind-red-wine-package-regular,DUDK3VBPBG5KS7S2VS2FQP6D,Unwind Red Wine Package,Regular,NA,NA,"We invite you to unwind, savor the flavors, and create cherished moments in our luxurious room. Whether you choose to enjoy these amenities alone or share them with a loved one, the combination of Jake's Baby Gouda Cheese, Garganuda Valpolicella Wine, Brewer's Everything Crackers, and the bamboo utensil set promises to elevate your stay to new heights of indulgence and sophistication.

*basket available for additional fee

We offer in-store pickup Wed-Sat 11 am - 6:30 pm or Sunday 11 am - 5 pm.

Local Deliveries Only.",Wine,NA,hidden,Prepared food and beverage,N,N,Y,Y,65.00,N,N,NA,0,NA,NA,Y,N
#utensil-set-regular,E436C3KIZERLBQWZAEIQU6XZ,Utensil Set,Regular,NA,utensil,NA,Misc.,NA,visible,Prepared food and beverage,NA,NA,N,Y,5.00,N,N,3.95,24,NA,NA,N,Y
#vajra-langhe-nebbiolo--regular,263A4HCFV6RORUZS7LIV5LNU,Vajra Langhe (Nebbiolo),Regular,NA,908014A,"Bin 136
Vajra Langhe is a Nebbiolo-based red wine produced in the Langhe region of Piedmont, Italy. It is made from grapes grown on the steep hillsides of the Vajra family's vineyards, which are situated in the Barolo and Barbaresco areas.
On the nose, Vajra Langhe offers a bouquet of aromas that include ripe red fruits such as cherry and raspberry, along with floral notes of violet and rose. Hints of spice and earthy undertones complete the complex aroma profile of this wine. On the palate, the wine is medium-bodied with well-balanced tannins and acidity, which give structure and depth to the wine.
Vajra Langhe is aged for 12 months in large oak casks, which impart subtle nuances of vanilla and toasted oak to the wine. It is a wine that can be enjoyed young, but it also has the potential to age and develop for several years, revealing additional layers of complexity and depth.
This wine is a great match for a wide range of Italian dishes, such as pasta with meat sauces, roasted meats, and hearty stews. It al",Wine,695798112129,hidden,Prepared food and beverage,N,N,N,Y,23.00,N,N,16.66,36,Y,24,N,N
#varina-atum-filetes-in-evoo-regular,X2YQJWRKX7OFF24CT4L52LQ4,Varina Atum Filetes In EVOO,Regular,NA,5600374710243,NA,Tinned Fish,NA,NA,Physical good,N,N,N,N,11.00,N,N,7.73,5,Y,5,N,N
#varina-atum-filets-in-evoo-regular,GQIEGYRNPKYT5NUQ4BP5ZECQ,Varina Atum Filets In EVOO,Regular,NA,5600374710250,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,14.00,N,N,7.73,2,Y,5,N,N
#varina-chefe-diogo-rocha-sardinhas-regular,YU3J6TK4TR3DQ6FGVAMDARKZ,Varina Chefe Diogo Rocha Sardinhas,Regular,NA,5600374710052,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,9.00,N,N,5.81,2,Y,5,N,N
#varina-chefe-henrique-s-pessoa-regular,YS635SM2G5XE7X2KLVIQKEZC,Varina Chefe Henrique Sá Pessoa,Regular,NA,5600374710038,NA,Tinned Fish,NA,NA,Physical good,NA,NA,NA,NA,9.00,N,NA,5.81,0,NA,NA,N,N
#varina-chefe-no-lia-jer-nimo-sardinhas-with-or-g-s-pimenta-regular,IKLQK3F2QZQF7SLCLFWUH3Y7,Varina Chefe Noélia Jerónimo Sardinhas With Orégãs&Pimenta,Regular,NA,5600374710045,NA,Tinned Fish,NA,NA,Physical good,N,N,N,N,9.00,N,N,5.81,0,Y,5,N,N
#vase-regular,E2UY353O6JZZA3DBSMZ7JRLK,Vase,Regular,NA,S962011,NA,Pottery,NA,hidden,Prepared food and beverage,N,NA,NA,Y,60.00,N,NA,NA,-1,NA,NA,N,Y
#velenosi-vini-vino-di-visciole-regular,G6JAMHD2EHAGWMAV2SFLYCA4,Velenosi Vini Vino di Visciole,Regular,NA,NA,Bin 163,Wine,666056000243,visible,Prepared food and beverage,N,N,Y,Y,28.00,N,N,18.67,13,Y,12,N,N
#venchi-vintage-mini-book-with-assorted-chocoviar-4-09-oz-regular,L4ED3CBQ7HUXBLGGDQ5MTVLL,Venchi Vintage Mini Book with Assorted Chocoviar 4.09 oz,Regular,NA,NA,NA,FOOD,8002996340759,visible,Prepared food and beverage,NA,NA,NA,NA,22.00,N,NA,12.2,22,NA,NA,N,N
#venica-venica-pinot-grigio--regular,CZMHNHANRMVAEQSQ2Y75RB4A,Venica & Venica (Pinot Grigio),Regular,NA,982455N,"Bin 14
Venica & Venica is a white wine made from the Pinot Grigio grape, grown in the Collio region of Friuli-Venezia Giulia in northeastern Italy. This family-owned winery is known for producing high-quality wines that showcase the unique terroir of the region.
On the nose, Venica & Venica Pinot Grigio is bright and fresh, with aromas of lemon, lime, and green apple, as well as hints of white flowers and minerals. On the palate, the wine is dry and crisp, with flavors of citrus and stone fruits, and a refreshing acidity that balances the wine's richness.
The grapes used in this wine are hand-harvested and carefully selected to ensure only the best fruit is used. The wine is then fermented in stainless steel tanks to preserve its fresh and fruity character.
Venica & Venica Pinot Grigio is a versatile wine that can be enjoyed on its own as an aperitif or paired with a wide variety of dishes, such as seafood, white meats, pasta, and salads. It is best served chilled, around 50-55°F (10-13°C).
Overall, Venica &",Wine,609750100109,hidden,Prepared food and beverage,N,N,N,Y,25.00,N,N,18.66,16,Y,12,N,N
#vermont-beer-makers-ascend-hefeweizen-four-pack-can-regular,Y2ORAA4KFZORIVLGPSHEOFBY,Vermont Beer Makers - Ascend - Hefeweizen - Four Pack Can,Regular,NA,3645740,NA,Beer,068057100388,hidden,Prepared food and beverage,NA,NA,NA,Y,13.00,N,N,9.1,0,N,0,N,N
#vermont-beer-makers-reflection-lager-four-pack-can-regular,TY2B5FZNZFWLXR5QESLWFJOG,Vermont Beer Makers - Reflection - Lager - Four  Pack Can,Regular,NA,3415670,NA,Beer,068057100470,hidden,Prepared food and beverage,N,NA,NA,Y,13.00,N,N,9.1,0,N,0,N,N
#vermont-beer-makers-shadow-stout-regular,XNXFKSRXVZYEP5BQW4YYU4PD,Vermont Beer Makers Shadow Stout,Regular,NA,Z598490,NA,Beer,068057100357,hidden,Prepared food and beverage,NA,NA,NA,Y,18.00,N,NA,NA,0,N,0,N,N
#vermont-creamery-classic-chevre-regular,L5EJAWTCPKFFQ6MP7QCNXNRX,Vermont Creamery Classic Chevre,Regular,NA,011826100126,NA,FOOD,011826100126,visible,Prepared food and beverage,N,N,Y,Y,6.00,N,N,3.82,21,Y,3,N,N
